4e+06	100	-1.4912e+06	-64.373	5.2875e+06	-1.495e+06	-64.373
4.002e+06	100.03	-1.4912e+06	-349.15	5.2875e+06	-1.495e+06	-349.15
4.004e+06	99.916	-1.4912e+06	-549.21	5.2875e+06	-1.495e+06	-549.21
4.006e+06	100.06	-1.4912e+06	-797.34	5.2875e+06	-1.495e+06	-797.34
4.008e+06	100.01	-1.4912e+06	-1049.5	5.2875e+06	-1.495e+06	-1049.5
4.01e+06	99.96	-1.4912e+06	-1250	5.2875e+06	-1.495e+06	-1250
4.012e+06	100.02	-1.4911e+06	-1502.8	5.2875e+06	-1.495e+06	-1502.8
4.014e+06	99.835	-1.4911e+06	-1733.7	5.2875e+06	-1.495e+06	-1733.7
4.016e+06	100.08	-1.4911e+06	-1930.2	5.2875e+06	-1.495e+06	-1930.2
4.018e+06	99.881	-1.4911e+06	-2205	5.2875e+06	-1.495e+06	-2205
4.02e+06	100.09	-1.4911e+06	-2472.8	5.2875e+06	-1.495e+06	-2472.8
4.022e+06	99.939	-1.4911e+06	-2647.1	5.2875e+06	-1.495e+06	-2647.1
4.024e+06	100.06	-1.4911e+06	-2880.2	5.2875e+06	-1.495e+06	-2880.2
4.026e+06	99.878	-1.4911e+06	-3106.3	5.2875e+06	-1.4949e+06	-3106.3
4.028e+06	99.982	-1.4911e+06	-3355.1	5.2875e+06	-1.4949e+06	-3355.1
4.03e+06	100.11	-1.4911e+06	-3569.7	5.2875e+06	-1.4949e+06	-3569.7
4.032e+06	99.957	-1.4911e+06	-3793.3	5.2875e+06	-1.4949e+06	-3793.3
4.034e+06	100.11	-1.491e+06	-4006.3	5.2875e+06	-1.4949e+06	-4006.3
4.036e+06	99.942	-1.491e+06	-4256.7	5.2875e+06	-1.4949e+06	-4256.7
4.038e+06	100.02	-1.491e+06	-4458.5	5.2875e+06	-1.4949e+06	-4458.5
4.04e+06	100.01	-1.491e+06	-4683.7	5.2875e+06	-1.4948e+06	-4683.7
4.042e+06	99.992	-1.491e+06	-4912.6	5.2875e+06	-1.4948e+06	-4912.6
4.044e+06	99.964	-1.491e+06	-5142.6	5.2875e+06	-1.4948e+06	-5142.6
4.046e+06	99.925	-1.491e+06	-5400.2	5.2875e+06	-1.4948e+06	-5400.2
4.048e+06	99.778	-1.4909e+06	-5611.9	5.2875e+06	-1.4948e+06	-5611.9
4.05e+06	99.824	-1.4909e+06	-5813.1	5.2875e+06	-1.4948e+06	-5813.1
4.052e+06	99.942	-1.4909e+06	-6031.4	5.2875e+06	-1.4947e+06	-6031.4
4.054e+06	99.982	-1.4909e+06	-6284.9	5.2875e+06	-1.4947e+06	-6284.9
4.056e+06	99.961	-1.4909e+06	-6480	5.2875e+06	-1.4947e+06	-6480
4.058e+06	99.889	-1.4908e+06	-6717.3	5.2875e+06	-1.4947e+06	-6717.3
4.06e+06	100.16	-1.4908e+06	-6948.2	5.2875e+06	-1.4947e+06	-6948.2
4.062e+06	100.08	-1.4908e+06	-7109.2	5.2875e+06	-1.4946e+06	-7109.2
4.064e+06	99.896	-1.4908e+06	-7316.6	5.2875e+06	-1.4946e+06	-7316.6
4.066e+06	100.04	-1.4907e+06	-7549.7	5.2875e+06	-1.4946e+06	-7549.7
4.068e+06	100.13	-1.4907e+06	-7736.3	5.2875e+06	-1.4946e+06	-7736.3
4.07e+06	100.03	-1.4907e+06	-7887.9	5.2875e+06	-1.4945e+06	-7887.9
4.072e+06	99.954	-1.4907e+06	-8129	5.2875e+06	-1.4945e+06	-8129
4.074e+06	100.19	-1.4906e+06	-8397.8	5.2875e+06	-1.4945e+06	-8397.8
4.076e+06	99.867	-1.4906e+06	-8516.5	5.2875e+06	-1.4945e+06	-8516.5
4.078e+06	100.13	-1.4906e+06	-8765	5.2875e+06	-1.4944e+06	-8765
4.08e+06	99.861	-1.4906e+06	-8945.5	5.2875e+06	-1.4944e+06	-8945.5
4.082e+06	99.963	-1.4905e+06	-9171.9	5.2875e+06	-1.4944e+06	-9171.9
4.084e+06	99.997	-1.4905e+06	-9360.6	5.2875e+06	-1.4943e+06	-9360.6
4.086e+06	99.832	-1.4905e+06	-9590.6	5.2875e+06	-1.4943e+06	-9590.6
4.088e+06	99.918	-1.4904e+06	-9674.2	5.2875e+06	-1.4943e+06	-9674.2
4.09e+06	100.06	-1.4904e+06	-9875.4	5.2875e+06	-1.4942e+06	-9875.4
4.092e+06	100.06	-1.4904e+06	-10052	5.2875e+06	-1.4942e+06	-10052
4.094e+06	99.886	-1.4903e+06	-10277	5.2875e+06	-1.4942e+06	-10277
4.096e+06	99.897	-1.4903e+06	-10395	5.2875e+06	-1.4941e+06	-10395
4.098e+06	100.09	-1.4903e+06	-10675	5.2875e+06	-1.4941e+06	-10675
4.1e+06	99.88	-1.4902e+06	-10804	5.2875e+06	-1.4941e+06	-10804
4.102e+06	99.967	-1.4902e+06	-10983	5.2875e+06	-1.494e+06	-10983
4.104e+06	99.898	-1.4902e+06	-11179	5.2875e+06	-1.494e+06	-11179
4.106e+06	99.923	-1.4901e+06	-11381	5.2875e+06	-1.494e+06	-11381
4.108e+06	99.967	-1.4901e+06	-11491	5.2875e+06	-1.4939e+06	-11491
4.11e+06	99.826	-1.4901e+06	-11679	5.2875e+06	-1.4939e+06	-11679
4.112e+06	99.945	-1.49e+06	-11916	5.2875e+06	-1.4939e+06	-11916
4.114e+06	99.988	-1.49e+06	-12075	5.2875e+06	-1.4938e+06	-12075
4.116e+06	100.02	-1.4899e+06	-12188	5.2875e+06	-1.4938e+06	-12188
4.118e+06	99.927	-1.4899e+06	-12343	5.2875e+06	-1.4937e+06	-12343
4.12e+06	99.882	-1.4899e+06	-12574	5.2875e+06	-1.4937e+06	-12574
4.122e+06	100.12	-1.4898e+06	-12634	5.2875e+06	-1.4937e+06	-12634
4.124e+06	100	-1.4898e+06	-12816	5.2875e+06	-1.4936e+06	-12816
4.126e+06	100.2	-1.4897e+06	-12926	5.2875e+06	-1.4936e+06	-12926
4.128e+06	100.03	-1.4897e+06	-13086	5.2875e+06	-1.4935e+06	-13086
4.13e+06	99.931	-1.4897e+06	-13269	5.2875e+06	-1.4935e+06	-13269
4.132e+06	100	-1.4896e+06	-13363	5.2875e+06	-1.4935e+06	-13363
4.134e+06	99.918	-1.4896e+06	-13486	5.2875e+06	-1.4934e+06	-13486
4.136e+06	100.07	-1.4895e+06	-13589	5.2875e+06	-1.4934e+06	-13589
4.138e+06	100.09	-1.4895e+06	-13732	5.2875e+06	-1.4933e+06	-13732
4.14e+06	100.11	-1.4894e+06	-13900	5.2875e+06	-1.4933e+06	-13900
4.142e+06	100.06	-1.4894e+06	-13998	5.2875e+06	-1.4933e+06	-13998
4.144e+06	99.953	-1.4894e+06	-14084	5.2875e+06	-1.4932e+06	-14084
4.146e+06	99.994	-1.4893e+06	-14218	5.2875e+06	-1.4932e+06	-14218
4.148e+06	99.997	-1.4893e+06	-14332	5.2875e+06	-1.4931e+06	-14332
4.15e+06	99.918	-1.4892e+06	-14459	5.2875e+06	-1.4931e+06	-14459
4.152e+06	100.01	-1.4892e+06	-14529	5.2875e+06	-1.493e+06	-14529
4.154e+06	99.929	-1.4891e+06	-14635	5.2875e+06	-1.493e+06	-14635
4.156e+06	100.05	-1.4891e+06	-14771	5.2875e+06	-1.4929e+06	-14771
4.158e+06	100.05	-1.489e+06	-14818	5.2875e+06	-1.4929e+06	-14818
4.16e+06	99.897	-1.489e+06	-14847	5.2875e+06	-1.4929e+06	-14847
4.162e+06	99.952	-1.489e+06	-14909	5.2875e+06	-1.4928e+06	-14909
4.164e+06	99.791	-1.4889e+06	-15004	5.2875e+06	-1.4928e+06	-15004
4.166e+06	99.832	-1.4889e+06	-15120	5.2875e+06	-1.4927e+06	-15120
4.168e+06	100.06	-1.4888e+06	-15183	5.2875e+06	-1.4927e+06	-15183
4.17e+06	99.86	-1.4888e+06	-15244	5.2875e+06	-1.4926e+06	-15244
4.172e+06	100.1	-1.4887e+06	-15297	5.2875e+06	-1.4926e+06	-15297
4.174e+06	100.03	-1.4887e+06	-15321	5.2875e+06	-1.4926e+06	-15321
4.176e+06	100.05	-1.4887e+06	-15411	5.2875e+06	-1.4925e+06	-15411
4.178e+06	100.03	-1.4886e+06	-15389	5.2875e+06	-1.4925e+06	-15389
4.18e+06	99.818	-1.4886e+06	-15377	5.2875e+06	-1.4924e+06	-15377
4.182e+06	100.1	-1.4885e+06	-15380	5.2875e+06	-1.4924e+06	-15380
4.184e+06	99.974	-1.4885e+06	-15345	5.2875e+06	-1.4924e+06	-15345
4.186e+06	100.17	-1.4885e+06	-15380	5.2875e+06	-1.4923e+06	-15380
4.188e+06	99.993	-1.4884e+06	-15372	5.2875e+06	-1.4923e+06	-15372
4.19e+06	100.05	-1.4884e+06	-15311	5.2875e+06	-1.4922e+06	-15311
4.192e+06	99.898	-1.4884e+06	-15275	5.2875e+06	-1.4922e+06	-15275
4.194e+06	100.22	-1.4883e+06	-15242	5.2875e+06	-1.4922e+06	-15242
4.196e+06	99.92	-1.4883e+06	-15051	5.2875e+06	-1.4922e+06	-15051
4.198e+06	100.1	-1.4883e+06	-14799	5.2875e+06	-1.4922e+06	-14799
4.2e+06	100.16	-1.4883e+06	-14589	5.2875e+06	-1.4922e+06	-14589
4.202e+06	100.09	-1.4884e+06	-14042	5.2875e+06	-1.4922e+06	-14042
4.204e+06	99.724	-1.4886e+06	-12920	5.2875e+06	-1.4924e+06	-12920
4.206e+06	100.2	-1.4889e+06	-11340	5.2875e+06	-1.4927e+06	-11340
4.208e+06	99.472	-1.4892e+06	-10190	5.2875e+06	-1.493e+06	-10190
4.21e+06	100.56	-1.4893e+06	-9489.6	5.2875e+06	-1.4931e+06	-9489.6
4.212e+06	99.605	-1.4894e+06	-9042.1	5.2875e+06	-1.4933e+06	-9042.1
4.214e+06	99.998	-1.4895e+06	-8862.6	5.2875e+06	-1.4933e+06	-8862.6
4.216e+06	100.18	-1.4895e+06	-8849.5	5.2875e+06	-1.4933e+06	-8849.5
4.218e+06	99.764	-1.4895e+06	-8865	5.2875e+06	-1.4934e+06	-8865
4.22e+06	100.45	-1.4895e+06	-8887.9	5.2875e+06	-1.4933e+06	-8887.9
4.222e+06	99.438	-1.4895e+06	-9010.6	5.2875e+06	-1.4934e+06	-9010.6
4.224e+06	100.3	-1.4895e+06	-9020.2	5.2875e+06	-1.4933e+06	-9020.2
4.226e+06	99.944	-1.4895e+06	-9172	5.2875e+06	-1.4933e+06	-9172
4.228e+06	99.911	-1.4895e+06	-9181.6	5.2875e+06	-1.4933e+06	-9181.6
4.23e+06	100.32	-1.4894e+06	-9273.9	5.2875e+06	-1.4933e+06	-9273.9
4.232e+06	99.415	-1.4895e+06	-9385.2	5.2875e+06	-1.4933e+06	-9385.2
4.234e+06	100.39	-1.4894e+06	-9448	5.2875e+06	-1.4933e+06	-9448
4.236e+06	99.539	-1.4895e+06	-9490	5.2875e+06	-1.4933e+06	-9490
4.238e+06	100.08	-1.4894e+06	-9588.1	5.2875e+06	-1.4933e+06	-9588.1
4.24e+06	100.27	-1.4894e+06	-9719.7	5.2875e+06	-1.4933e+06	-9719.7
4.242e+06	99.602	-1.4894e+06	-9804.8	5.2875e+06	-1.4933e+06	-9804.8
4.244e+06	100.51	-1.4893e+06	-9910.7	5.2875e+06	-1.4932e+06	-9910.7
4.246e+06	99.5	-1.4894e+06	-9946.5	5.2875e+06	-1.4932e+06	-9946.5
4.248e+06	100.44	-1.4893e+06	-9972.5	5.2875e+06	-1.4932e+06	-9972.5
4.25e+06	99.972	-1.4894e+06	-9963.3	5.2875e+06	-1.4932e+06	-9963.3
4.252e+06	99.823	-1.4894e+06	-9787.1	5.2875e+06	-1.4932e+06	-9787.1
4.254e+06	100.37	-1.4893e+06	-9836.1	5.2875e+06	-1.4932e+06	-9836.1
4.256e+06	99.483	-1.4894e+06	-9790.2	5.2875e+06	-1.4932e+06	-9790.2
4.258e+06	100.48	-1.4894e+06	-9688.2	5.2875e+06	-1.4932e+06	-9688.2
4.26e+06	99.64	-1.4894e+06	-9656.7	5.2875e+06	-1.4933e+06	-9656.7
4.262e+06	99.956	-1.4894e+06	-9632	5.2875e+06	-1.4933e+06	-9632
4.264e+06	100.48	-1.4894e+06	-9568.7	5.2875e+06	-1.4933e+06	-9568.7
4.266e+06	99.416	-1.4895e+06	-9609.6	5.2875e+06	-1.4933e+06	-9609.6
4.268e+06	100.65	-1.4894e+06	-9608.2	5.2875e+06	-1.4932e+06	-9608.2
4.27e+06	99.349	-1.4895e+06	-9635.2	5.2875e+06	-1.4933e+06	-9635.2
4.272e+06	100.41	-1.4894e+06	-9634.5	5.2875e+06	-1.4933e+06	-9634.5
4.274e+06	100.07	-1.4894e+06	-9701.6	5.2875e+06	-1.4932e+06	-9701.6
4.276e+06	99.369	-1.4894e+06	-9687.7	5.2875e+06	-1.4933e+06	-9687.7
4.278e+06	100.65	-1.4893e+06	-9747.5	5.2875e+06	-1.4932e+06	-9747.5
4.28e+06	99.516	-1.4894e+06	-9826.2	5.2875e+06	-1.4933e+06	-9826.2
4.282e+06	100.43	-1.4893e+06	-9867.9	5.2875e+06	-1.4932e+06	-9867.9
4.284e+06	99.71	-1.4894e+06	-9921.3	5.2875e+06	-1.4932e+06	-9921.3
